7191004,
6423554,
5674382,
5905140,
6182986,
7258383,
6727086,
6415969,
6566295,
6878684,
5844768,
5241013,
6277842,
7036293,
6182322,
6124598,
6131291,
5994130,
6414657,
7073605,
7621872,
6065582,
6687330,
6336903,
5792143,
6643882,
6316679,
6288369,
5774154,
7100631,
5978710,
6616183,
5741734,
7357160,
5805523,
5216984,
5714311,
5108896,
6075363,
5670105,
5185370,
5147730,
5592492,
6772640,
5758650,
6246098,
5624139,
5764347,
6428508,
6549054,
5749358,
5477148,
4720342,
5790555,
6344958,
6418374,
5952255,
5440884,
4790026,
5217396,
4981917,
5441515,
5305472,
5117679,
5116393,
4851017,
5787723,
5381276,
5242367,
5261067,
5497980,
4937911,
6182316,
5934135,
5898911,
6745508,
6586397,
7117365,
6323729,
6264152,
6043545,
6850040,
6035335,
5776653,
5480543,
6807374,
7377763,
6286619,
6795100,
7186646,
6461206,
6329878,
5267922,
5518737,
5851679,
4866370,
4955323,
5209542,
4546191,
4936711,
